Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning,Chapter/Unit_Name
29,3,"Kochhar & Associates are refreshening up their knowledge on functions of various Parliamentary financial committees and on the varied functions and duties of Comptroller & Auditor General of India in relation to audits of government institutions and govern ment companies. They recognize that a thorough understanding of the C&AG’s responsibilities is essential for conducting audits effectively in this sector. To enhance their knowledge, they have reviewed various resources, both online and offline, including the official C&AG website. Below is a summary of key insights drawn from their research: [A] In one of its reports, the C&AG , in respect of a state government owned industrial development corporation , pointed out non - adherence of One - time settlement (OTS) guidelines of state government by the corporation resulting in acceptance of a below par OTS proposal thus foregoing recovery of loan amounting to ` 8.52 crores. The said corporation was providing loans to industrial units. [B] Another C&AG report for a particular year contained results of the compliance audit of Department of Revenue - Direct Taxes of the Union Government dealing with “Assessments relating to Agricultural Income”. It included certain observations relating to allowing claim for exemption of agricultural income without supporting documents, use of this area by non - agriculturists as a conduit to avoid taxes etc., in scrutiny assessments performed by the Department. [C] In another case , the state government owned PSU was involved in construction of a thermal power plant in the state. C &AG, in its audit report, pointed out delay in completion of work due to failure to decide on the type of water treatment in the cooling plant on a timely basis. Besides, other reasons leading to delay like frequent changes in lay - out and re - testing of soi l by the company were pointed out. [D] Finally, Kochhar & Associates reviewed annual report of a listed public sector company which is a “mini - ratna” PSU, engaged in providing diversified services to Indian Railways.","3. Considering the nature of audit finding in the case concerning delay in completion of work of thermal power plant, the said audit finding is likely to fall in domain of:",Performance audit. ,Propriety audit. ,Financial audit. ,Compliance audit.,a,"The C&AG’s report on the state government owned PSU highlights delay in work of completion of thermal power plant. The said audit finding falls in domain of performance audit as performance audit addresses the issues of economy, efficiency and effectiveness.",
29,4,"Kochhar & Associates are refreshening up their knowledge on functions of various Parliamentary financial committees and on the varied functions and duties of Comptroller & Auditor General of India in relation to audits of government institutions and govern ment companies. They recognize that a thorough understanding of the C&AG’s responsibilities is essential for conducting audits effectively in this sector. To enhance their knowledge, they have reviewed various resources, both online and offline, including the official C&AG website. Below is a summary of key insights drawn from their research: [A] In one of its reports, the C&AG , in respect of a state government owned industrial development corporation , pointed out non - adherence of One - time settlement (OTS) guidelines of state government by the corporation resulting in acceptance of a below par OTS proposal thus foregoing recovery of loan amounting to ` 8.52 crores. The said corporation was providing loans to industrial units. [B] Another C&AG report for a particular year contained results of the compliance audit of Department of Revenue - Direct Taxes of the Union Government dealing with “Assessments relating to Agricultural Income”. It included certain observations relating to allowing claim for exemption of agricultural income without supporting documents, use of this area by non - agriculturists as a conduit to avoid taxes etc., in scrutiny assessments performed by the Department. [C] In another case , the state government owned PSU was involved in construction of a thermal power plant in the state. C &AG, in its audit report, pointed out delay in completion of work due to failure to decide on the type of water treatment in the cooling plant on a timely basis. Besides, other reasons leading to delay like frequent changes in lay - out and re - testing of soi l by the company were pointed out. [D] Finally, Kochhar & Associates reviewed annual report of a listed public sector company which is a “mini - ratna” PSU, engaged in providing diversified services to Indian Railways.","4. Which of the following statements is most appropriate with regard to the listed PSU , stated in para [D] ?","The statutory audit of above PSU is to be conducted by a firm of auditors appointed by C&AG. Further, C&AG can give directions to the firm of auditors. ","The statutory audit of above PSU is to be conducted by a firm of auditors appointed by shareholders in AGM. C&AG cannot give directions to such firm of auditors. However, its office is empowered to conduct a supplementary audit. ","The statutory audit of above PSU is to be conducted by a firm of auditors appointed by shareholders in AGM. However, C&AG can give directions to the firm of auditors. ",The statutory audit of above PSU is to be conducted by C&AG.,a,"Under provisions of the Companies Act, 2013, statutory audit of PSU is conducted by firm of auditors appointed by C & AG. Further, directions can also be given by C& AG.",
29,5,"Kochhar & Associates are refreshening up their knowledge on functions of various Parliamentary financial committees and on the varied functions and duties of Comptroller & Auditor General of India in relation to audits of government institutions and govern ment companies. They recognize that a thorough understanding of the C&AG’s responsibilities is essential for conducting audits effectively in this sector. To enhance their knowledge, they have reviewed various resources, both online and offline, including the official C&AG website. Below is a summary of key insights drawn from their research: [A] In one of its reports, the C&AG , in respect of a state government owned industrial development corporation , pointed out non - adherence of One - time settlement (OTS) guidelines of state government by the corporation resulting in acceptance of a below par OTS proposal thus foregoing recovery of loan amounting to ` 8.52 crores. The said corporation was providing loans to industrial units. [B] Another C&AG report for a particular year contained results of the compliance audit of Department of Revenue - Direct Taxes of the Union Government dealing with “Assessments relating to Agricultural Income”. It included certain observations relating to allowing claim for exemption of agricultural income without supporting documents, use of this area by non - agriculturists as a conduit to avoid taxes etc., in scrutiny assessments performed by the Department. [C] In another case , the state government owned PSU was involved in construction of a thermal power plant in the state. C &AG, in its audit report, pointed out delay in completion of work due to failure to decide on the type of water treatment in the cooling plant on a timely basis. Besides, other reasons leading to delay like frequent changes in lay - out and re - testing of soi l by the company were pointed out. [D] Finally, Kochhar & Associates reviewed annual report of a listed public sector company which is a “mini - ratna” PSU, engaged in providing diversified services to Indian Railways.",5. PSU engagements are generally attestation engagements or direct reporting engagements. Which of the following statements is correct in this regard?,Performance audit is a direct reporting engagement whereas compliance audit is an attestation engagement. ,Performance audit is an attestation engagement whereas compliance audit is a direct reporting engagement. ,Performance audits and compliance audits are generally direct reporting engagements. ,Performance audits and compliance audits are generally attestation engagements.,c,"In direct reporting engagements, it is the auditor who measures or evaluates subject matter against the criteria. Performance audit is an examination of evidence for purpose of providing independent assessment of a Government organization, service, program, activity or function usually carried out by C&AG. Compliance audit is also independent assessment whether a given subject matter is in compliance with applicable criteria. In both cases, auditor measures or evaluates subj ect matter against the criteri",
30,1,"ABC Ltd. is in the business of trading garments. Within a span of five years since its incorporation, the company has gained a good market reputation. Last year, in its Kochi warehouse the inventory was less than 1% of total inventory value, so the audit or instead of witnessing or performing the physical count of inventory relied upon the management’s inventory confirmation and management in turn relied upon the warehouse keeper’s stock register without verifying the actual count. The same year there was some difference between the store register and books of accounts closing balance. The management considered it to be an immaterial amount and wrote it off through “Miscellaneous Profit and Loss Account”. In the current year, while performing analytical procedure, the auditor saw a significant reduction in sales through Kochi warehouse, whereas there was a spike in freight charges to Kochi. Through further examination, the auditor noticed that there was inc rease in number of shipments to Kochi and increase in number of invoice cancellation instances and sales return instances from the customers of GST unregistered category. However, this year the inventory lying at Kochi is 4.5% as per books. The Auditor enquired on the periodicity of physical verification and sales process through Kochi warehouse. The management gave the following response to the auditor: 1. The physical verification takes place every six months and the warehouse keeper is responsible for physical verification and sending records back to the head office. 2. Because of low operations in past years the warehouse keeper himself takes care of invoicing and dispatching the goods. 3. Monthly invoice details along with the monthly stock register is sent to the head office. 4. Further, this year too there is a substantial difference among inventory as per books, inventory as per stock register and inventory as per physical verification in descending order. The auditor decided to visit the Kochi warehouse and conduct the root cause analysis and get the correct closing value of the inventory. After the visit, the auditor concluded that the warehouse keeper was issuing the stocks with invoices, however on the sales return the credit notes were issued to various customers, and the entry was made in the stock register of “Goods received on sales return” but physically the goods were never returned. The auditor also doubts that the same instance might have happe ned last year as well because of which there was a difference between physical stock and the books. On this information, the management has asked the auditor why this was not brought to notice last year and whether the audit was not conducted properly then. To this, the auditor contended that last year the inventory was not in the sampling materiality level. Further, a consultant was appointed by the management for the overview of internal controls with regard to verification of inventory and for suggest ing recommendations",1 . Which according to you is the correct statement in context of the aforesaid case scenario?,Only the errors can be expected to be identified during the audit. ,Only the statutory compliance can be expected out of a Statutory Audit. ,"The auditor contends that last year the inventory levels in Kochi were not in the sampling materiality level and therefore, the issue was not identified. This is a part of the audit risk. ",The management is of the view that all the frauds and errors must be identified by the statutory audit or .,c,"This is a detection risk, which is a part of Audit Risk and was unidentified because it was not considered material.",
30,2,"ABC Ltd. is in the business of trading garments. Within a span of five years since its incorporation, the company has gained a good market reputation. Last year, in its Kochi warehouse the inventory was less than 1% of total inventory value, so the audit or instead of witnessing or performing the physical count of inventory relied upon the management’s inventory confirmation and management in turn relied upon the warehouse keeper’s stock register without verifying the actual count. The same year there was some difference between the store register and books of accounts closing balance. The management considered it to be an immaterial amount and wrote it off through “Miscellaneous Profit and Loss Account”. In the current year, while performing analytical procedure, the auditor saw a significant reduction in sales through Kochi warehouse, whereas there was a spike in freight charges to Kochi. Through further examination, the auditor noticed that there was inc rease in number of shipments to Kochi and increase in number of invoice cancellation instances and sales return instances from the customers of GST unregistered category. However, this year the inventory lying at Kochi is 4.5% as per books. The Auditor enquired on the periodicity of physical verification and sales process through Kochi warehouse. The management gave the following response to the auditor: 1. The physical verification takes place every six months and the warehouse keeper is responsible for physical verification and sending records back to the head office. 2. Because of low operations in past years the warehouse keeper himself takes care of invoicing and dispatching the goods. 3. Monthly invoice details along with the monthly stock register is sent to the head office. 4. Further, this year too there is a substantial difference among inventory as per books, inventory as per stock register and inventory as per physical verification in descending order. The auditor decided to visit the Kochi warehouse and conduct the root cause analysis and get the correct closing value of the inventory. After the visit, the auditor concluded that the warehouse keeper was issuing the stocks with invoices, however on the sales return the credit notes were issued to various customers, and the entry was made in the stock register of “Goods received on sales return” but physically the goods were never returned. The auditor also doubts that the same instance might have happe ned last year as well because of which there was a difference between physical stock and the books. On this information, the management has asked the auditor why this was not brought to notice last year and whether the audit was not conducted properly then. To this, the auditor contended that last year the inventory was not in the sampling materiality level. Further, a consultant was appointed by the management for the overview of internal controls with regard to verification of inventory and for suggest ing recommendations",2. Which components of audit risks are represented in the aforesaid scenario?,Inherent Risk & Control Risk – Inherent risk due to its nature of business or operations and Control risk due to inappropriate design and ineffective implementation of internal controls. ,Control Risk & Detection risk - Control risk due to inappropriate design and ineffective implementation of internal controls and detection risk due to possibility of auditor not identifying risk of misstatement. ,Fraud risk due to nature and size of operations and high likelihood of fraud due to its significance. ,Risk of Error because there was an error in the presentation in the financial statement last year.,b,"Internal Controls could not ensure prevention of these instances, i.e., Control Risk and Auditor could not detect because of out of scope sampling, i.e., Detection Risk.",
30,3,"ABC Ltd. is in the business of trading garments. Within a span of five years since its incorporation, the company has gained a good market reputation. Last year, in its Kochi warehouse the inventory was less than 1% of total inventory value, so the audit or instead of witnessing or performing the physical count of inventory relied upon the management’s inventory confirmation and management in turn relied upon the warehouse keeper’s stock register without verifying the actual count. The same year there was some difference between the store register and books of accounts closing balance. The management considered it to be an immaterial amount and wrote it off through “Miscellaneous Profit and Loss Account”. In the current year, while performing analytical procedure, the auditor saw a significant reduction in sales through Kochi warehouse, whereas there was a spike in freight charges to Kochi. Through further examination, the auditor noticed that there was inc rease in number of shipments to Kochi and increase in number of invoice cancellation instances and sales return instances from the customers of GST unregistered category. However, this year the inventory lying at Kochi is 4.5% as per books. The Auditor enquired on the periodicity of physical verification and sales process through Kochi warehouse. The management gave the following response to the auditor: 1. The physical verification takes place every six months and the warehouse keeper is responsible for physical verification and sending records back to the head office. 2. Because of low operations in past years the warehouse keeper himself takes care of invoicing and dispatching the goods. 3. Monthly invoice details along with the monthly stock register is sent to the head office. 4. Further, this year too there is a substantial difference among inventory as per books, inventory as per stock register and inventory as per physical verification in descending order. The auditor decided to visit the Kochi warehouse and conduct the root cause analysis and get the correct closing value of the inventory. After the visit, the auditor concluded that the warehouse keeper was issuing the stocks with invoices, however on the sales return the credit notes were issued to various customers, and the entry was made in the stock register of “Goods received on sales return” but physically the goods were never returned. The auditor also doubts that the same instance might have happe ned last year as well because of which there was a difference between physical stock and the books. On this information, the management has asked the auditor why this was not brought to notice last year and whether the audit was not conducted properly then. To this, the auditor contended that last year the inventory was not in the sampling materiality level. Further, a consultant was appointed by the management for the overview of internal controls with regard to verification of inventory and for suggest ing recommendations",3. Which Internal Control seems to have been compromised as the root cause here?,Lack in safeguarding the assets of company. ,Lapse in compliance controls leading to non - compliance of sharing inventory level with the GST department. ,Segregation of Duty. ,Inadequate records and documents leading to non - recording of correct inventory value.,c,"Segregation of Duty as no one person should carry through the completion of transaction from start to finish. In the present case, the warehouse keeper is responsible for physical verification of stocks at warehouse and for invoicing and dispatching the goods from warehouse which implies there is no segregation of duty.",
30,4,"ABC Ltd. is in the business of trading garments. Within a span of five years since its incorporation, the company has gained a good market reputation. Last year, in its Kochi warehouse the inventory was less than 1% of total inventory value, so the audit or instead of witnessing or performing the physical count of inventory relied upon the management’s inventory confirmation and management in turn relied upon the warehouse keeper’s stock register without verifying the actual count. The same year there was some difference between the store register and books of accounts closing balance. The management considered it to be an immaterial amount and wrote it off through “Miscellaneous Profit and Loss Account”. In the current year, while performing analytical procedure, the auditor saw a significant reduction in sales through Kochi warehouse, whereas there was a spike in freight charges to Kochi. Through further examination, the auditor noticed that there was inc rease in number of shipments to Kochi and increase in number of invoice cancellation instances and sales return instances from the customers of GST unregistered category. However, this year the inventory lying at Kochi is 4.5% as per books. The Auditor enquired on the periodicity of physical verification and sales process through Kochi warehouse. The management gave the following response to the auditor: 1. The physical verification takes place every six months and the warehouse keeper is responsible for physical verification and sending records back to the head office. 2. Because of low operations in past years the warehouse keeper himself takes care of invoicing and dispatching the goods. 3. Monthly invoice details along with the monthly stock register is sent to the head office. 4. Further, this year too there is a substantial difference among inventory as per books, inventory as per stock register and inventory as per physical verification in descending order. The auditor decided to visit the Kochi warehouse and conduct the root cause analysis and get the correct closing value of the inventory. After the visit, the auditor concluded that the warehouse keeper was issuing the stocks with invoices, however on the sales return the credit notes were issued to various customers, and the entry was made in the stock register of “Goods received on sales return” but physically the goods were never returned. The auditor also doubts that the same instance might have happe ned last year as well because of which there was a difference between physical stock and the books. On this information, the management has asked the auditor why this was not brought to notice last year and whether the audit was not conducted properly then. To this, the auditor contended that last year the inventory was not in the sampling materiality level. Further, a consultant was appointed by the management for the overview of internal controls with regard to verification of inventory and for suggest ing recommendations",4 . Which Segregation of Duties aspect seems to have been compromised here?,"Authorization, Execution & Record keeping. ","Authorization, Execution & Custodian. ","Execution, Custodian & Record keeping. ","Custodian, Record keeping & Authorization.",c,"The storekeeper was executing the sales, keeping custody of the goods in the warehouse and keeping the store records as well.",
31,1,"Royal Bank of India is a Public Sector Bank founded in the year 1964. The bank has 183 branches all over India as on 31.03.2024. Total d eposits of the bank on 31.03.202 4 wa s ` 50,000 crore. The Motto of the Bank is “Royalty lies in Loyalty”. The Statutory Auditors for FY 2023 - 24 are PK & Associates, Chartered Accountants. The audit manager of the firm while reviewing advances noticed the following: (a ) The advance granted to Mr. X has been guaranteed by State Government. However, said advance is overdue since November 2023. (b) As on 20.04.2024, the ad hoc limit of account of Mr. Y has not been reviewed even though 120 days of date of ad hoc sanction were over. The above advances have been granted by Meerut Branch. However, this branch is not subject to Concurrent Audit. The Bank has also granted Term Loan of ` 20 crore to Samarth Ltd (An Unlisted Company) on 01.02.2024. The sanction letter read as follows: “The Facility shall be used for Repayment of Unsecured Loans of Promoters – ` 10 crore and towards development & construction expenses (Other than Land Cost) of the company’s new office to be situated in Faridabad, Haryana – ` 10 crore”. The company has utilized the facility as follows as on 31 st March 2024: (i) Land Purchased for New Office: ` 4 crore. (ii ) Development and C onstruction Expenses of New Office: ` 11 crore. (iii ) Repayment of Unsecured Loans of Promoters: ` 3 crore. (iv ) Investment in Fixed Deposit: ` 2 crore (Temporarily) . Company’s Total Borrowings from all Banks as on 31 st March 2024 is ` 60 crore. Royal Bank of India is the parent organization (100% Holding) of Royal General Insurance Co. Ltd. The Statutory auditors of Royal General Insurance are AK & Co., Chartered Accountants (Firm based in Mumbai). Brief financial information is as under as on 31 st March 2024: • Value of Assets: ` 700 crore. • Amount of Liabilities: ` 415 crore. • Capital: ` 200 crore. Mr. P (Partner in PK & Associates) also acts as Surveyors and Loss Assessors under the Insurance Act, 1938. However, he has not intimated or taken permission from the Council of the Institute of Chartered Accountants of India. AK and Co., have not included a report on CARO in their statutory auditor report for FY 2023 - 24 for Royal General Insurance Co. Ltd. Based on the above facts, answer the following:","1 As statutory auditor of Samarth Ltd, identify the aggregate amount which shall be reported under clause (ix) of Para 3 of CARO, 2020 on account of utilisation of term loans for the purpose other than for which they were obtained?",` 4 crore. ,` 5 crore. ,` 7 crore. ,` 2 crore.,c,"As per clause (ix) (c) of Paragraph 3 of CARO,2020, the auditor is required to report whether term loans were applied for the purpose for which the loans were obtained; if not, the amount of loan so diverted and the purpose for which it is used may be reported; Amount not utilised for purpose or diverted includes: Land Purchased for New Office: ` 4 crore; Deve lopment and construction Expenses of New Office: ` 1 crore; Investment in Fixed Deposit : ` 2 crore.",
31,2,"Royal Bank of India is a Public Sector Bank founded in the year 1964. The bank has 183 branches all over India as on 31.03.2024. Total d eposits of the bank on 31.03.202 4 wa s ` 50,000 crore. The Motto of the Bank is “Royalty lies in Loyalty”. The Statutory Auditors for FY 2023 - 24 are PK & Associates, Chartered Accountants. The audit manager of the firm while reviewing advances noticed the following: (a ) The advance granted to Mr. X has been guaranteed by State Government. However, said advance is overdue since November 2023. (b) As on 20.04.2024, the ad hoc limit of account of Mr. Y has not been reviewed even though 120 days of date of ad hoc sanction were over. The above advances have been granted by Meerut Branch. However, this branch is not subject to Concurrent Audit. The Bank has also granted Term Loan of ` 20 crore to Samarth Ltd (An Unlisted Company) on 01.02.2024. The sanction letter read as follows: “The Facility shall be used for Repayment of Unsecured Loans of Promoters – ` 10 crore and towards development & construction expenses (Other than Land Cost) of the company’s new office to be situated in Faridabad, Haryana – ` 10 crore”. The company has utilized the facility as follows as on 31 st March 2024: (i) Land Purchased for New Office: ` 4 crore. (ii ) Development and C onstruction Expenses of New Office: ` 11 crore. (iii ) Repayment of Unsecured Loans of Promoters: ` 3 crore. (iv ) Investment in Fixed Deposit: ` 2 crore (Temporarily) . Company’s Total Borrowings from all Banks as on 31 st March 2024 is ` 60 crore. Royal Bank of India is the parent organization (100% Holding) of Royal General Insurance Co. Ltd. The Statutory auditors of Royal General Insurance are AK & Co., Chartered Accountants (Firm based in Mumbai). Brief financial information is as under as on 31 st March 2024: • Value of Assets: ` 700 crore. • Amount of Liabilities: ` 415 crore. • Capital: ` 200 crore. Mr. P (Partner in PK & Associates) also acts as Surveyors and Loss Assessors under the Insurance Act, 1938. However, he has not intimated or taken permission from the Council of the Institute of Chartered Accountants of India. AK and Co., have not included a report on CARO in their statutory auditor report for FY 2023 - 24 for Royal General Insurance Co. Ltd. Based on the above facts, answer the following:","2 As an audit manager of the firm, advice which advance(s) shall be classified as Non - Performing Asset?",Mr. X. ,Mr. Y. ,Both Mr. X and Mr. Y. ,Neither Mr. X nor Mr. Y.,a,State Government Guaranteed advances are to be considered NPA if it remains overdue for more than 90 days.,
31,3,"Royal Bank of India is a Public Sector Bank founded in the year 1964. The bank has 183 branches all over India as on 31.03.2024. Total d eposits of the bank on 31.03.202 4 wa s ` 50,000 crore. The Motto of the Bank is “Royalty lies in Loyalty”. The Statutory Auditors for FY 2023 - 24 are PK & Associates, Chartered Accountants. The audit manager of the firm while reviewing advances noticed the following: (a ) The advance granted to Mr. X has been guaranteed by State Government. However, said advance is overdue since November 2023. (b) As on 20.04.2024, the ad hoc limit of account of Mr. Y has not been reviewed even though 120 days of date of ad hoc sanction were over. The above advances have been granted by Meerut Branch. However, this branch is not subject to Concurrent Audit. The Bank has also granted Term Loan of ` 20 crore to Samarth Ltd (An Unlisted Company) on 01.02.2024. The sanction letter read as follows: “The Facility shall be used for Repayment of Unsecured Loans of Promoters – ` 10 crore and towards development & construction expenses (Other than Land Cost) of the company’s new office to be situated in Faridabad, Haryana – ` 10 crore”. The company has utilized the facility as follows as on 31 st March 2024: (i) Land Purchased for New Office: ` 4 crore. (ii ) Development and C onstruction Expenses of New Office: ` 11 crore. (iii ) Repayment of Unsecured Loans of Promoters: ` 3 crore. (iv ) Investment in Fixed Deposit: ` 2 crore (Temporarily) . Company’s Total Borrowings from all Banks as on 31 st March 2024 is ` 60 crore. Royal Bank of India is the parent organization (100% Holding) of Royal General Insurance Co. Ltd. The Statutory auditors of Royal General Insurance are AK & Co., Chartered Accountants (Firm based in Mumbai). Brief financial information is as under as on 31 st March 2024: • Value of Assets: ` 700 crore. • Amount of Liabilities: ` 415 crore. • Capital: ` 200 crore. Mr. P (Partner in PK & Associates) also acts as Surveyors and Loss Assessors under the Insurance Act, 1938. However, he has not intimated or taken permission from the Council of the Institute of Chartered Accountants of India. AK and Co., have not included a report on CARO in their statutory auditor report for FY 2023 - 24 for Royal General Insurance Co. Ltd. Based on the above facts, answer the following:","3 Whether the acting of Mr. P as a Surveyor and Loss Assessor is in violation of Clause 11 of Part 1 of First Schedule of the Chartered Accountants Act, 1949?","Yes, as specific permission from the C ouncil shall be required. ","No, as general permission from the council has been granted. ","No, as specific permission from the council can be obtained at any point of time. ","Yes, as general permission is not granted for above occupation.",b,"Members of the Institute in practice is generally permitted to Act as Surveyor and Loss Assessor under the Insurance Act, 1938 provided they are otherwise eligible.",
31,4,"Royal Bank of India is a Public Sector Bank founded in the year 1964. The bank has 183 branches all over India as on 31.03.2024. Total d eposits of the bank on 31.03.202 4 wa s ` 50,000 crore. The Motto of the Bank is “Royalty lies in Loyalty”. The Statutory Auditors for FY 2023 - 24 are PK & Associates, Chartered Accountants. The audit manager of the firm while reviewing advances noticed the following: (a ) The advance granted to Mr. X has been guaranteed by State Government. However, said advance is overdue since November 2023. (b) As on 20.04.2024, the ad hoc limit of account of Mr. Y has not been reviewed even though 120 days of date of ad hoc sanction were over. The above advances have been granted by Meerut Branch. However, this branch is not subject to Concurrent Audit. The Bank has also granted Term Loan of ` 20 crore to Samarth Ltd (An Unlisted Company) on 01.02.2024. The sanction letter read as follows: “The Facility shall be used for Repayment of Unsecured Loans of Promoters – ` 10 crore and towards development & construction expenses (Other than Land Cost) of the company’s new office to be situated in Faridabad, Haryana – ` 10 crore”. The company has utilized the facility as follows as on 31 st March 2024: (i) Land Purchased for New Office: ` 4 crore. (ii ) Development and C onstruction Expenses of New Office: ` 11 crore. (iii ) Repayment of Unsecured Loans of Promoters: ` 3 crore. (iv ) Investment in Fixed Deposit: ` 2 crore (Temporarily) . Company’s Total Borrowings from all Banks as on 31 st March 2024 is ` 60 crore. Royal Bank of India is the parent organization (100% Holding) of Royal General Insurance Co. Ltd. The Statutory auditors of Royal General Insurance are AK & Co., Chartered Accountants (Firm based in Mumbai). Brief financial information is as under as on 31 st March 2024: • Value of Assets: ` 700 crore. • Amount of Liabilities: ` 415 crore. • Capital: ` 200 crore. Mr. P (Partner in PK & Associates) also acts as Surveyors and Loss Assessors under the Insurance Act, 1938. However, he has not intimated or taken permission from the Council of the Institute of Chartered Accountants of India. AK and Co., have not included a report on CARO in their statutory auditor report for FY 2023 - 24 for Royal General Insurance Co. Ltd. Based on the above facts, answer the following:",4 . Whether AK & Co. is correct in not including a report on CARO in their Statutory Auditor Report?,"Yes, since CARO is not be applicable to insurance companies. ","No, since CARO is applicable to public companies. ","No, since CARO is applicable in case of wholly owned subsidiary company. ","No, since CARO is applicable to insurance companies.",a,"CARO , 2020 specifically exempts an insurance company as defined under the Insurance Act,1938 (4 of 1938);",
32,1,"Papa Limited is a listed nationalised bank whose face value per share is ` 100 each having its operation across India. Papa Limited appointed Mr. Das, Mr. Pas and Mr. Tas as its central joint auditors for the year 2023 - 24. After making sure that all of them are qualified to be appointed as statutory auditors of the bank, Papa Limited issued appointment letter as well as engagement letter to all of them. The engagement letter contains the details on objective and scope of audit, responsibilities of auditor, management and identification of framework applicable. It also contains the reference to expected form and content of report from all three joint auditors. During the year , Papa Limited has acquired another bank called Baby Limited. While finalising the books of accounts, some adjustments were made to give the effect of merger. These adjustments were related to determination of goodwill of ` 2 crore, determination of amount of minority interest of ` 50 lakh and some intra - group transaction adjustment of ` 1 5 lakh were also made. Another adjustment which was made was harmonization of accounting policies of both Papa Limited and Baby Limited which was of ` 30 lakh. While planning the audit, all joint auditors mutually decided that responsibility of verification of cash book will be entrusted with Mr. Pas. But Mr. Pas failed to detect the fraud committed by the cashier which he could have detected if he had properly c hecked the cash book. This fraud was revealed in the special audit which was conducted on the directions of RBI. Responsibility for verifying compliance with SLR requirement was entrusted with Mr. Das. While performing audit on compliance with SLR require ments Mr. Das used 12 odd dates in different months of financial year. Mr. Das with his professional judgement used the below mentioned days: Month Day of month Day April 6 th Thursday May 6 th Saturday June 9 th Friday July 28 th Friday August 28 th Monday September 5 th Tuesday October 27 th Friday November 5 th Sunday December 5 th Tuesday January 7 th Sunday February 5 th Monday March 3rd Sunday Mr. Tas was entrusted with responsibility for calculation of Demand and time liability. On 31 st March 2024, total liability stood at ` 200 crore. It includes Margin held for funded facilities of ` 3 crore, credit balance for one branch of ` 4 crore, adverse balance of N ostro Mirror A ccount of ` 2 crore and unadjusted deposit for agency business of ` 6 crore. Wife of CA Das was also a Chartered Accountant and was actively involved in purchase and sale of shares. She purchased 100 shares of Papa Limited of ` 100 each for ` 15,00,000. All the required communication were made among the joint auditors, and significant matters were discussed with those charged with governance. At the end, an unmodified report in accordance with SA 700 was issued, which was signed by all three joint auditors.",1 . Which of the following statement is true as per given situation?,"For giving the effect of merger, permanent consolidation adjustment of ` 250 lakh and current period consolidation adjustment of ` 45 lakh was made. ","For giving the effect of merger, permanent consolidation adjustment of ` 280 lakh and current period consolidation adjustment of ` 15 lakh was made. ",For giving the effect of merger permanent consolidation adjustment of ` 295 lakh. ,"For giving the effect of merger, permanent consolidation adjustment of ` 265 lakh and current period consolidation adjustment of ` 30 lakh was made.",a,Permanent consolidation adjustments are: ( a) Determination of goodwill or capital reserve as per applicable accounting standards. (b) Determination of amount of equity attributable to minority/ non - controlling interests. Current period consolidation adjustments primarily relate to the elimination of intra - group transactions and account balances including adjustments related to harmonising the different accounting policies being followed by the parent and its components.,
32,2,"Papa Limited is a listed nationalised bank whose face value per share is ` 100 each having its operation across India. Papa Limited appointed Mr. Das, Mr. Pas and Mr. Tas as its central joint auditors for the year 2023 - 24. After making sure that all of them are qualified to be appointed as statutory auditors of the bank, Papa Limited issued appointment letter as well as engagement letter to all of them. The engagement letter contains the details on objective and scope of audit, responsibilities of auditor, management and identification of framework applicable. It also contains the reference to expected form and content of report from all three joint auditors. During the year , Papa Limited has acquired another bank called Baby Limited. While finalising the books of accounts, some adjustments were made to give the effect of merger. These adjustments were related to determination of goodwill of ` 2 crore, determination of amount of minority interest of ` 50 lakh and some intra - group transaction adjustment of ` 1 5 lakh were also made. Another adjustment which was made was harmonization of accounting policies of both Papa Limited and Baby Limited which was of ` 30 lakh. While planning the audit, all joint auditors mutually decided that responsibility of verification of cash book will be entrusted with Mr. Pas. But Mr. Pas failed to detect the fraud committed by the cashier which he could have detected if he had properly c hecked the cash book. This fraud was revealed in the special audit which was conducted on the directions of RBI. Responsibility for verifying compliance with SLR requirement was entrusted with Mr. Das. While performing audit on compliance with SLR require ments Mr. Das used 12 odd dates in different months of financial year. Mr. Das with his professional judgement used the below mentioned days: Month Day of month Day April 6 th Thursday May 6 th Saturday June 9 th Friday July 28 th Friday August 28 th Monday September 5 th Tuesday October 27 th Friday November 5 th Sunday December 5 th Tuesday January 7 th Sunday February 5 th Monday March 3rd Sunday Mr. Tas was entrusted with responsibility for calculation of Demand and time liability. On 31 st March 2024, total liability stood at ` 200 crore. It includes Margin held for funded facilities of ` 3 crore, credit balance for one branch of ` 4 crore, adverse balance of N ostro Mirror A ccount of ` 2 crore and unadjusted deposit for agency business of ` 6 crore. Wife of CA Das was also a Chartered Accountant and was actively involved in purchase and sale of shares. She purchased 100 shares of Papa Limited of ` 100 each for ` 15,00,000. All the required communication were made among the joint auditors, and significant matters were discussed with those charged with governance. At the end, an unmodified report in accordance with SA 700 was issued, which was signed by all three joint auditors.",2 . List down all the months whose date has been selected inappropriately by CA Das for calculation of SLR compliance?,"January, February and March. ","July, August and October. ","June, July and October. ",May and November.,c,The Reserve Bank of India requires statutory central auditors of banks to verify the compliance with SLR requirements of 12 odd dates in different months of a fiscal year not being Fridays.,
