Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning,Chapter/Unit_Name
1,355,N/A - Module 1 PDF,Which tool supports packet analysis in digital forensics?,Microsoft Word,Wireshark,SAP ERP,KNIME,b,Chapter 7 of Unit 2 lists Wireshark for packet analysis.,Unit 2: Digital Forensics and Cyber Security (20 MCQs)
1,356,N/A - Module 1 PDF,What is a key objective of cyber security in finance?,Increasing data exposure,Protecting sensitive data,Reducing training,Limiting access,b,Chapter 2 of Unit 2 emphasizes protecting sensitive data.,Unit 2: Digital Forensics and Cyber Security (20 MCQs)
1,357,N/A - Module 1 PDF,Which of the following prevents cybercrimes?,Ignoring updates,Using antivirus software,Sharing passwords,Disabling firewalls,b,Chapter 4 of Unit 2 lists antivirus software as a prevention measure.,Unit 2: Digital Forensics and Cyber Security (20 MCQs)
1,358,N/A - Module 1 PDF,What is a key challenge in digital forensics?,Excess financial data,Evolving technology,Overstaffed teams,Simplified regulations,b,Chapter 5 of Unit 2 highlights evolving technology as a challenge.,Unit 2: Digital Forensics and Cyber Security (20 MCQs)
1,359,N/A - Module 1 PDF,Which law governs electronic evidence in India?,"Companies Act, 2013","Indian Evidence Act, 1872","SEBI Act, 1992","PMLA, 2002",b,Chapter 6 of Unit 2 notes that Section 65B governs electronic evidence.,Unit 2: Digital Forensics and Cyber Security (20 MCQs)
1,360,N/A - Module 1 PDF,What is a key role of digital forensics in litigation?,Developing marketing plans,Providing admissible evidence,Managing payroll,Conducting inventory audits,b,Chapter 8 of Unit 2 states that digital forensics provides admissible evidence.,Unit 2: Digital Forensics and Cyber Security (20 MCQs)
1,361,N/A - Module 2 PDF,What is the primary purpose of Microsoft Power BI?,Video editing,Data analysis and visualization,Web development,Graphic design,b,b) Data analysis and visualization,PBI
1,362,N/A - Module 2 PDF,Which component of Power BI is used for creating reports and visualizations?,Power BI Service,Power BI Mobile,Power BI Desktop,Power BI Viewer,c,c) Power BI Desktop,PBI
1,363,N/A - Module 2 PDF,What is the role of Power Query Editor in Power BI?,Creating reports,Data cleansing and transformation,Sharing dashboards,Building datasets,b,b) Data cleansing and transformation,PBI
1,364,N/A - Module 2 PDF,Which Power BI element is a collection of data used to create visualizations?,Dashboard,Report,Dataset,Tile,c,c) Dataset,PBI
1,365,N/A - Module 2 PDF,What is the difference between shared and dedicated capacities in Power BI?,"Shared capacities are free, and dedicated capacities require a subscription.","Shared capacities are fully committed to a single customer, and dedicated capacities are shared.","Shared capacities are shared with other customers, while dedicated capacities are fully committed to a single customer.","Shared capacities are used for workspaces, and dedicated capacities are used for datasets.",c,"c) Shared capacities are shared with other customers, while dedicated capacities are fully committed to a single customer.",PBI
1,366,N/A - Module 2 PDF,What is a Power BI dashboard primarily used for?,Data cleansing,Data modeling,Data visualization,Data transformation,c,c) Data visualization,PBI
1,367,N/A - Module 2 PDF,Which view in Power BI Desktop allows users to add and arrange visualizations for reports?,Data view,Report view,Model view,Query view,b,b) Report view,PBI
1,368,N/A - Module 2 PDF,What is the purpose of pinning visuals to a dashboard in Power BI?,Attaching physical charts to a monitor,Creating visualizations,Embedding reports into PowerPoint,Adding report visualizations to a dashboard for quick access,d,d) Adding report visualizations to a dashboard for quick access,PBI
1,369,N/A - Module 2 PDF,How can a Power BI report be shared with a colleague who has a Power BI account?,By sending an email attachment,By exporting the report to PDF,By sharing a link to the report in Power BI Service,By saving the report as an Excel file,c,c) By sharing a link to the report in Power BI Service,PBI
1,370,N/A - Module 2 PDF,What is the purpose of Power BI’s AI Insights feature?,To format data for reporting,To identify trends and anomalies in data,To create data visualizations,To share reports with colleagues,b,b) To identify trends and anomalies in data,PBI
1,371,N/A - Module 2 PDF,What is a tile in Power BI?,A type of visualization,A rectangular box that holds an individual visual on a dashboard,A dataset,A type of filter,b,b) A rectangular box that holds an individual visual on a dashboard,PBI
1,372,N/A - Module 2 PDF,Which Power BI component allows users to view and interact with dashboards on mobile devices?,Power BI Desktop,Power BI Service,Power BI Mobile,Power Query Editor,c,c) Power BI Mobile,PBI
1,373,N/A - Module 2 PDF,What is the primary function of a Power BI workspace?,To store personal data,To allow collaboration and sharing of content,To create templates,To manage hardware resources,b,b) To allow collaboration and sharing of content,PBI
1,374,N/A - Module 2 PDF,What is the purpose of a template app in Power BI?,Creating reports from scratch,Sharing dashboards with external users,Publishing pre-built content for customers,Building canvas apps,c,c) Publishing pre-built content for customers,PBI
1,375,N/A - Module 2 PDF,Which of the following is NOT a building block of Power BI solutions?,Datasets,Reports,Dashboards,Templates,d,d) Templates,PBI
1,376,N/A - Module 2 PDF,What is the primary purpose of Python in the context of data science as described in the module?,Web development,Data analysis and visualization,Game development,Database management,b,b) Data analysis and visualization,Unit 2: Python
1,377,N/A - Module 2 PDF,Which Python data structure is immutable?,List,Dictionary,Tuple,Set,c,c) Tuple,Unit 2: Python
1,378,N/A - Module 2 PDF,What is the purpose of loops in Python programming?,To define functions,To execute a block of code repeatedly,To store data,To create visualizations,b,b) To execute a block of code repeatedly,Unit 2: Python
1,379,N/A - Module 2 PDF,Which Python concept promotes code reusability and modularization?,Variables,Functions,Loops,Operators,b,b) Functions,Unit 2: Python
1,380,N/A - Module 2 PDF,"What does the following Python code do? python Copy x = 5 if x > 3: print(""Greater than 3"") else: print(""Less than or equal to 3"")","Prints ""Greater than 3""","Prints ""Less than or equal to 3""",Causes an error,Prints nothing,a,"a) Prints ""Greater than 3""",Unit 2: Python
1,381,N/A - Module 2 PDF,Which Python library is commonly used for data visualization?,NumPy,Pandas,Matplotlib,SciPy,c,c) Matplotlib,Unit 2: Python
1,382,N/A - Module 2 PDF,What is the purpose of conditional statements in Python?,To repeat code execution,To make decisions based on conditions,To store data,To create functions,b,b) To make decisions based on conditions,Unit 2: Python
1,383,N/A - Module 2 PDF,Which of the following is a valid way to define a function in Python?,function myFunc():,def myFunc():,func myFunc():,define myFunc():,b,b) def myFunc():,Unit 2: Python
1,384,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy my_list = [1, 2, 3] my_list.append(4) print(my_list)","[1, 2, 3]","[1, 2, 3, 4]","[4, 1, 2, 3]",Error,b,"b) [1, 2, 3, 4]",Unit 2: Python
1,385,N/A - Module 2 PDF,Which Python concept allows handling of large datasets efficiently?,String manipulation,Data structures like lists and dictionaries,Arithmetic operations,Input/output operations,b,b) Data structures like lists and dictionaries,Unit 2: Python
1,386,N/A - Module 2 PDF,What is the primary purpose of KNIME Analytics Platform?,Video editing,Data analytics and visualization,Web development,Graphic design,b,b) Data analytics and visualization,Unit 3: KNIME
1,387,N/A - Module 2 PDF,"What does the term ""Big Data"" refer to in the context of KNIME?",Small and manageable datasets,Extremely large and complex datasets,Structured data only,Data from a single source,b,b) Extremely large and complex datasets,Unit 3: KNIME
1,388,N/A - Module 2 PDF,Which KNIME node is used to load a dataset from a CSV file?,Data Explorer,File Reader,Scatter Plot,Statistics,b,b) File Reader,Unit 3: KNIME
1,389,N/A - Module 2 PDF,What is the benefit of efficient handling of Big Data in KNIME?,Slower data processing,Increased hardware requirements,Improved performance and resource utilization,Reduced access to data,c,c) Improved performance and resource utilization,Unit 3: KNIME
1,390,N/A - Module 2 PDF,Which KNIME node is used for descriptive statistics?,Decision Tree,Statistics,Scatter Plot,Model Writer,b,b) Statistics,Unit 3: KNIME
1,391,N/A - Module 2 PDF,What is the primary goal of predictive analytics in KNIME?,To create 3D models,To perform data transformations,To extract valuable insights and patterns from data,To generate random data points,c,c) To extract valuable insights and patterns from data,Unit 3: KNIME
1,392,N/A - Module 2 PDF,Which KNIME feature allows for the creation of interactive dashboards?,Workflow automation,Interactive plots,Dashboard components,Model deployment,c,c) Dashboard components,Unit 3: KNIME
1,393,N/A - Module 2 PDF,"What is the purpose of the ""Spark Executor"" node in KNIME?",To create visualizations,To perform distributed data processing,To load data from a CSV file,To generate reports,b,b) To perform distributed data processing,Unit 3: KNIME
1,394,N/A - Module 2 PDF,Which KNIME node is used for model deployment?,Model Writer,File Reader,Statistics,Scatter Plot,a,a) Model Writer,Unit 3: KNIME
1,395,N/A - Module 2 PDF,What does clustering refer to in the context of data mining in KNIME?,Deleting data,Grouping data points into similar clusters or groups,Sending emails,Creating 3D animations,b,b) Grouping data points into similar clusters or groups,Unit 3: KNIME
1,396,N/A - Module 2 PDF,Which KNIME node is used to automate report generation?,Reporting,File Reader,Decision Tree,Scatter Plot,a,a) Reporting,Unit 3: KNIME
1,397,N/A - Module 2 PDF,What is the purpose of KNIME’s automation features?,To create interactive dashboards,To automate repetitive tasks and workflows,To generate random data,To change node colors,b,b) To automate repetitive tasks and workflows,Unit 3: KNIME
1,398,N/A - Module 2 PDF,Which of the following is NOT a common visualization type in KNIME?,Bar chart,Scatter plot,Musical composition,Line chart,c,c) Musical composition,Unit 3: KNIME
1,399,N/A - Module 2 PDF,What is the primary advantage of interactive dashboards in KNIME?,They make data exploration static,They allow users to explore data dynamically and gain deeper insights,They generate random data,They create 3D animations,b,b) They allow users to explore data dynamically and gain deeper insights,Unit 3: KNIME
1,400,N/A - Module 2 PDF,Which KNIME node is used for association rule mining?,Association Rule Learner,Decision Tree,File Reader,Statistics,a,a) Association Rule Learner Practical Use Cases and General Questions,Unit 3: KNIME
1,401,N/A - Module 2 PDF,Which practical use case in KNIME involves blending data from multiple sources?,Budget Monitoring Report,Data Blending and ETL,Credit Scoring,Visualization of Sales Data,b,b) Data Blending and ETL,Unit 3: KNIME
1,402,N/A - Module 2 PDF,"In the KNIME credit scoring use case, what is the goal?",To visualize sales data,To create a credit scoring model based on historical data,To automate report generation,To perform statistical analysis,b,b) To create a credit scoring model based on historical data,Unit 3: KNIME
1,403,N/A - Module 2 PDF,"What is the purpose of the ""Send Email"" node in KNIME?",To create visualizations,To automate the delivery of reports to stakeholders,To load data from a CSV file,To perform machine learning,b,b) To automate the delivery of reports to stakeholders,Unit 3: KNIME
1,404,N/A - Module 2 PDF,Which of the following is a common step in KNIME’s Big Data analytics workflow?,Creating visual designs,Modeling data,Adding unnecessary complexity,Deleting data,b,b) Modeling data,Unit 3: KNIME
1,405,N/A - Module 2 PDF,"In KNIME, what does “resource utilization” refer to?",The process of collecting data,The efficient use of computing resources like CPU and memory,The creation of 3D models,The management of data sources,b,b) The efficient use of computing resources like CPU and memory,Unit 3: KNIME
1,406,N/A - Module 2 PDF,Which Python task statement involves writing scripts for arithmetic operations and string manipulation?,Utilize built-in data structures,Write simple Python scripts for common tasks,Evaluate loops and conditional statements,Develop problem-solving skills,b,b) Write simple Python scripts for common tasks,Unit 3: KNIME
1,407,N/A - Module 2 PDF,What is the purpose of KNIME’s “Data Explorer” node?,To create machine learning models,To compute descriptive statistics,To load data from a CSV file,To generate interactive dashboards,b,b) To compute descriptive statistics,Unit 3: KNIME
1,408,N/A - Module 2 PDF,Which of the following is NOT a KNIME task statement?,Install KNIME Analytics Platform,Create interactive dashboards,Write Python scripts for data analysis,Send reports via email,c,c) Write Python scripts for data analysis,Unit 3: KNIME
1,409,N/A - Module 2 PDF,What is the benefit of using KNIME for predictive analytics?,It restricts data access,"It provides tools for data exploration, modeling, and analysis",It limits data transformations,It sends emails automatically,b,"b) It provides tools for data exploration, modeling, and analysis",Unit 3: KNIME
1,410,N/A - Module 2 PDF,Which of the following is a key knowledge statement for Python in the module?,Understanding fundamental programming concepts like variables and control structures,Learning to create interactive dashboards,Installing KNIME Analytics Platform,Performing geospatial analysis,a,a) Understanding fundamental programming concepts like variables and control structures,Unit 3: KNIME
1,411,N/A - Module 2 PDF,What is the primary benefit of using Power BI for businesses?,Simplifying video editing,Turning unrelated data sources into coherent insights,Developing mobile applications,Managing hardware resources,b,b) Turning unrelated data sources into coherent insights,Unit 3: KNIME
1,412,N/A - Module 2 PDF,Which Power BI component is a cloud-based Software as a Service (SaaS) offering?,Power BI Desktop,Power BI Service,Power BI Mobile,Power Query Editor,b,b) Power BI Service,Unit 3: KNIME
1,413,N/A - Module 2 PDF,What is the purpose of the “Transform Data” button in Power BI Desktop?,To create visualizations,To launch Power Query Editor for data cleaning and transformation,To share reports,To connect to new data sources,b,b) To launch Power Query Editor for data cleaning and transformation,Unit 3: KNIME
1,414,N/A - Module 2 PDF,"In Power BI, what is a “workspace”?",A physical server for storing data,"A container for dashboards, reports, datasets, and dataflows",A visualization tool,A type of dataset,b,"b) A container for dashboards, reports, datasets, and dataflows",Unit 3: KNIME
1,415,N/A - Module 2 PDF,Which of the following is a reason to create dashboards in Power BI?,To store raw data,To monitor the most important business information at a glance,To edit datasets,To perform statistical analysis,b,b) To monitor the most important business information at a glance,Unit 3: KNIME
1,416,N/A - Module 2 PDF,What is the difference between “Reading view” and “Editing view” in Power BI reports?,"Reading view allows only data viewing, while Editing view allows data editing.","Reading view is for mobile devices, while Editing view is for desktops.","Reading view displays visuals, while Editing view is for data transformation.","Reading view is for creating reports, while Editing view is for consuming reports.",a,"a) Reading view allows only data viewing, while Editing view allows data editing.",Unit 3: KNIME
1,417,N/A - Module 2 PDF,Which Power BI feature allows users to schedule data refreshes?,Power Query Editor,Power BI Service,Power BI Desktop,Power BI Mobile,b,b) Power BI Service,Unit 3: KNIME
1,418,N/A - Module 2 PDF,What is the purpose of shared datasets in Power BI?,To store personal data,To establish standardized datasets as a single source of truth,To create visualizations,To automate report generation,b,b) To establish standardized datasets as a single source of truth,Unit 3: KNIME
1,419,N/A - Module 2 PDF,Which Power BI visualization type is best for showing trends over time?,Pie chart,Bar chart,Line chart,Scatter plot,c,c) Line chart,Unit 3: KNIME
1,420,N/A - Module 2 PDF,What is the role of the “Model view” in Power BI Desktop?,To create visualizations,To manage relationships in the data model,To clean data,To share reports,b,b) To manage relationships in the data model,Unit 3: KNIME
1,421,N/A - Module 2 PDF,How many refreshes per day can be scheduled in Power BI Service for datasets?,Up to 4,Up to 8,Up to 12,Unlimited,b,b) Up to 8,Unit 3: KNIME
1,422,N/A - Module 2 PDF,What is a key feature of Power BI template apps?,They require extensive coding to create,They allow customers to connect within their own accounts,They are only available for Power BI Desktop,They are used for data cleansing,b,b) They allow customers to connect within their own accounts,Unit 3: KNIME
1,423,N/A - Module 2 PDF,Which of the following is NOT a step in creating a basic Power BI dashboard?,Prepare the data,Build a report,Pin visuals to a dashboard,Write Python scripts,d,d) Write Python scripts,Unit 3: KNIME
1,424,N/A - Module 2 PDF,What is the purpose of the “Data view” in Power BI Desktop?,To create visualizations,To view and manage data in a tabular format,To share dashboards,To automate workflows,b,b) To view and manage data in a tabular format,Unit 3: KNIME
1,425,N/A - Module 2 PDF,Which Power BI element is a single canvas containing tiles and widgets?,Report,Dataset,Dashboard,Workspace,c,c) Dashboard,Unit 3: KNIME
1,426,N/A - Module 2 PDF,Which Python data structure is best suited for key-value pair storage?,List,Tuple,Dictionary,Set,c,c) Dictionary,Unit 2: Python
1,427,N/A - Module 2 PDF,What is the output of the following Python code? python Copy for i in range(3): print(i),"0, 1, 2","1, 2, 3","0, 1, 2, 3",Error,a,"a) 0, 1, 2",Unit 2: Python
1,428,N/A - Module 2 PDF,Which Python library is used for machine learning tasks in the module?,Pandas,Matplotlib,Scikit-learn,NumPy,c,c) Scikit-learn,Unit 2: Python
1,429,N/A - Module 2 PDF,What is the purpose of the input() function in Python?,To print data to the console,To accept user input from the keyboard,To perform arithmetic operations,To create visualizations,b,b) To accept user input from the keyboard,Unit 2: Python
1,430,N/A - Module 2 PDF,Which of the following is a valid Python conditional statement?,if x = 5:,if x == 5:,if x: 5,if x = 5 then:,b,b) if x == 5:,Unit 2: Python
1,431,N/A - Module 2 PDF,What does the len() function do in Python?,"Returns the length of a string, list, or other sequence",Converts a string to lowercase,Appends an item to a list,Performs arithmetic operations,a,"a) Returns the length of a string, list, or other sequence",Unit 2: Python
1,432,N/A - Module 2 PDF,Which Python task statement focuses on problem-solving skills?,Write simple Python scripts for common tasks,Utilize built-in data structures,Develop problem-solving skills by applying Python programming concepts,Evaluate loops and conditional statements,c,c) Develop problem-solving skills by applying Python programming concepts,Unit 2: Python
1,433,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy my_dict = {""name"": ""Alice"", ""age"": 25} print(my_dict[""name""])",Alice,25,Error,name,a,a) Alice,Unit 2: Python
1,434,N/A - Module 2 PDF,Which Python concept is used to control the flow of a program?,Variables,Control structures (loops and conditionals),Functions,Data types,b,b) Control structures (loops and conditionals),Unit 2: Python
1,435,N/A - Module 2 PDF,What is the purpose of the append() method in Python lists?,To remove an item from the list,To add an item to the end of the list,To sort the list,To reverse the list,b,b) To add an item to the end of the list,Unit 2: Python
1,436,N/A - Module 2 PDF,What is the primary purpose of the KNIME Workflow Editor?,To write Python scripts,To create and manage visual workflows for data analysis,To edit images,To browse the internet,b,b) To create and manage visual workflows for data analysis,Unit 3: KNIME
1,437,N/A - Module 2 PDF,Which KNIME node is used for hypothesis testing?,Scatter Plot,Chi-Square Test,File Reader,Model Writer,b,b) Chi-Square Test,Unit 3: KNIME
1,438,N/A - Module 2 PDF,What is the purpose of the “Decision Tree” node in KNIME?,To create visualizations,To build a machine learning model for classification or regression,To load data from a database,To generate reports,b,b) To build a machine learning model for classification or regression,Unit 3: KNIME
1,439,N/A - Module 2 PDF,Which KNIME feature supports real-time updates in dashboards?,Workflow automation,Interactive plots,Real-time dashboard updates,Model deployment,c,c) Real-time dashboard updates,Unit 3: KNIME
1,440,N/A - Module 2 PDF,What is the role of the “Model Reader” node in KNIME?,To load a trained machine learning model for predictions,To create visualizations,To clean data,To export reports,a,a) To load a trained machine learning model for predictions,Unit 3: KNIME
1,441,N/A - Module 2 PDF,Which KNIME node is used for time series forecasting?,Time Series Analysis,Scatter Plot,File Reader,Statistics,a,a) Time Series Analysis,Unit 3: KNIME
1,442,N/A - Module 2 PDF,What is the benefit of using KNIME’s drag-and-drop interface for dashboards?,It slows down dashboard creation,It allows users to build dashboards without coding,It restricts interactivity,It requires extensive programming knowledge,b,b) It allows users to build dashboards without coding,Unit 3: KNIME
1,443,N/A - Module 2 PDF,Which KNIME node supports anomaly detection?,Local Outlier Factor,File Reader,Decision Tree,Bar Chart,a,a) Local Outlier Factor,Unit 3: KNIME
1,444,N/A - Module 2 PDF,What is the purpose of the “Cross-Validation Loop” node in KNIME?,To create visualizations,To assess model generalization in machine learning,To load data from a CSV file,To automate report generation,b,b) To assess model generalization in machine learning,Unit 3: KNIME
1,445,N/A - Module 2 PDF,Which KNIME task statement involves creating interactive dashboards?,Install KNIME Analytics Platform,Create interactive dashboards for visualization,Establish a connection to a Big Data source,Import data and clean it,b,b) Create interactive dashboards for visualization,Unit 3: KNIME
1,446,N/A - Module 2 PDF,What is the purpose of KNIME’s “Parameter Optimization” node?,To create visualizations,To optimize model hyperparameters for better performance,To load data from a database,To generate reports,b,b) To optimize model hyperparameters for better performance,Unit 3: KNIME
1,447,N/A - Module 2 PDF,Which of the following is a common KNIME visualization node?,Decision Tree,Scatter Plot,File Reader,Model Writer,b,b) Scatter Plot,Unit 3: KNIME
1,448,N/A - Module 2 PDF,What is the primary goal of data mining in KNIME?,To create 3D animations,To extract hidden knowledge and patterns from data,To send emails,To browse websites,b,b) To extract hidden knowledge and patterns from data,Unit 3: KNIME
1,449,N/A - Module 2 PDF,Which KNIME node is used for geospatial analysis?,Geospatial Analysis,File Reader,Statistics,Decision Tree,a,a) Geospatial Analysis,Unit 3: KNIME
1,450,N/A - Module 2 PDF,What is the purpose of KNIME’s “Ensemble Learner” node?,To create visualizations,To combine multiple models for improved predictive performance,To load data from a CSV file,To automate workflows,b,b) To combine multiple models for improved predictive performance Practical Use Cases and General Questions,Unit 3: KNIME
1,451,N/A - Module 2 PDF,"In the KNIME budget monitoring report use case, what is calculated?",Sales trends over time,"Money allocated, spent, and remaining for each project",Customer satisfaction scores,Website traffic,b,"b) Money allocated, spent, and remaining for each project",Unit 3: KNIME
1,452,N/A - Module 2 PDF,Which KNIME use case involves predicting whether a property’s condition is high or low?,Budget Monitoring Report,Decision Tree,Visualization of Sales Data,Data Blending and ETL,b,b) Decision Tree,Unit 3: KNIME
1,453,N/A - Module 2 PDF,What is the purpose of the “Stacked Area Chart” in the KNIME sales data visualization use case?,To clean data,To visualize sales trends over time,To create a machine learning model,To automate workflows,b,b) To visualize sales trends over time,Unit 3: KNIME
1,454,N/A - Module 2 PDF,Which KNIME use case involves selecting the best machine learning algorithm for credit scoring?,Credit Scoring,Decision Tree,Budget Monitoring Report,Visualization of Sales Data,a,a) Credit Scoring,Unit 3: KNIME
1,455,N/A - Module 2 PDF,What is the role of the “Java Script” node in the KNIME Data Blending and ETL use case?,To create machine learning models,To visualize average age vs. product in the blended table,To clean data,To automate report generation,b,b) To visualize average age vs. product in the blended table,Unit 3: KNIME
1,456,N/A - Module 2 PDF,Which of the following is a knowledge statement for KNIME in the module?,Understanding fundamental programming concepts,Applying machine learning techniques,Writing Python scripts for data analysis,Creating 3D animations,b,b) Applying machine learning techniques,Unit 3: KNIME
1,457,N/A - Module 2 PDF,What is the purpose of the “Interactive Table” node in KNIME?,To create machine learning models,To display datasets interactively in dashboards,To load data from a CSV file,To perform statistical analysis,b,b) To display datasets interactively in dashboards,Unit 3: KNIME
1,458,N/A - Module 2 PDF,Which of the following is NOT a benefit of KNIME’s Big Data capabilities?,Access to massive datasets,Enhanced data analysis capabilities,Faster computer processing speed,Improved data quality,c,c) Faster computer processing speed,Unit 3: KNIME
1,459,N/A - Module 2 PDF,"In KNIME, what does “parallelization” mean in the context of distributed data processing?",Running tasks sequentially,Running tasks concurrently on multiple machines or processors,Ignoring data,Transforming data into images,b,b) Running tasks concurrently on multiple machines or processors,Unit 3: KNIME
1,460,N/A - Module 2 PDF,Which of the following is a key outcome of KNIME’s visualization and deployment capabilities?,Generating random data,Driving informed decision-making and competitive advantage,Editing images,Creating websites,b,b) Driving informed decision-making and competitive advantage,Unit 3: KNIME
1,461,N/A - Module 2 PDF,What is the main advantage of using Power BI to connect to multiple data sources?,It requires extensive coding,It simplifies data integration into a single interface,It restricts data access,It only works with Excel files,b,b) It simplifies data integration into a single interface,Unit 3: KNIME
1,462,N/A - Module 2 PDF,Which Power BI component is used to consume reports and dashboards on the go?,Power BI Desktop,Power BI Service,Power BI Mobile,Power Query Editor,c,c) Power BI Mobile,Unit 3: KNIME
1,463,N/A - Module 2 PDF,What is the purpose of the “Fields” pane in Power BI Desktop?,To create dashboards,To display dataset columns for use in visualizations,To clean data,To share reports,b,b) To display dataset columns for use in visualizations,Unit 3: KNIME
1,464,N/A - Module 2 PDF,"In Power BI, what is a “shared capacity”?",A resource set dedicated to a single customer,A resource set shared with other Microsoft customers,A type of visualization,A dataset stored in the cloud,b,b) A resource set shared with other Microsoft customers,Unit 3: KNIME
1,465,N/A - Module 2 PDF,Which Power BI feature allows users to create canvas apps within reports?,Power Query Editor,Power Apps visualization,Power BI Service,Power BI Mobile,b,b) Power Apps visualization,Unit 3: KNIME
1,466,N/A - Module 2 PDF,What is the purpose of the “Visualizations” pane in Power BI Desktop?,To clean and transform data,To select and customize visualization types for reports,To schedule data refreshes,To manage workspaces,b,b) To select and customize visualization types for reports,Unit 3: KNIME
1,467,N/A - Module 2 PDF,Which of the following is a valid data source for Power BI datasets?,Microsoft Word documents,Salesforce,Image files,Audio files,b,b) Salesforce,Unit 3: KNIME
1,468,N/A - Module 2 PDF,What happens when you pin a report page to a Power BI dashboard?,The entire page is added as a single tile,The page is deleted from the report,The page is converted to a dataset,The page is shared with external users,a,a) The entire page is added as a single tile,Unit 3: KNIME
1,469,N/A - Module 2 PDF,Which Power BI view is used to see data in a tabular format?,Report view,Data view,Model view,Query view,b,b) Data view,Unit 3: KNIME
1,470,N/A - Module 2 PDF,What is the primary purpose of Power BI’s “My Workspace”?,To collaborate with colleagues,To store personal content for individual users,To create template apps,To manage dedicated capacities,b,b) To store personal content for individual users,Unit 3: KNIME
1,471,N/A - Module 2 PDF,Which Power BI feature supports collaboration on dashboards and reports?,My Workspace,Workspaces,Power Query Editor,Power BI Mobile,b,b) Workspaces,Unit 3: KNIME
1,472,N/A - Module 2 PDF,What is the benefit of using Power BI’s AI Insights for KPI analysis?,It automates dashboard creation,It identifies trends and anomalies in key performance indicators,It cleans data automatically,It exports reports to PDF,b,b) It identifies trends and anomalies in key performance indicators,Unit 3: KNIME
1,473,N/A - Module 2 PDF,Which Power BI element is a collection of dashboards and reports for distribution?,Dataset,App,Tile,Workspace,b,b) App,Unit 3: KNIME
1,474,N/A - Module 2 PDF,What is the purpose of the “Filters” pane in Power BI Desktop?,To create new datasets,To apply filters to visualizations and reports,To schedule data refreshes,To export reports,b,b) To apply filters to visualizations and reports,Unit 3: KNIME
1,475,N/A - Module 2 PDF,Which of the following is a real-world example of Power BI’s business value?,Creating 3D animations,Boosting sales and reducing costs for the Miami Heat,Developing mobile applications,Editing videos,b,b) Boosting sales and reducing costs for the Miami Heat,Unit 3: KNIME
1,476,N/A - Module 2 PDF,Which Python data structure allows duplicate elements?,Set,List,Dictionary,Tuple,b,b) List,Unit 2: Python
1,477,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = ""Hello"" print(x.upper())",hello,HELLO,Hello,Error,b,b) HELLO,Unit 2: Python
1,478,N/A - Module 2 PDF,Which Python library is used for data manipulation and analysis?,Matplotlib,Pandas,Scikit-learn,NumPy,b,b) Pandas,Unit 2: Python
1,479,N/A - Module 2 PDF,What is the purpose of the range() function in Python?,To create a list of random numbers,To generate a sequence of numbers for iteration,To sort a list,To reverse a string,b,b) To generate a sequence of numbers for iteration,Unit 2: Python
1,480,N/A - Module 2 PDF,Which Python statement is used to exit a loop prematurely?,continue,break,pass,return,b,b) break,Unit 2: Python
1,481,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy my_tuple = (1, 2, 3) print(my_tuple[1])",1,2,3,Error,b,b) 2,Unit 2: Python
1,482,N/A - Module 2 PDF,Which Python knowledge statement emphasizes code reusability?,Understanding fundamental programming concepts,Recognizing the importance of functions for modularization,Learning data visualization techniques,Applying machine learning algorithms,b,b) Recognizing the importance of functions for modularization,Unit 2: Python
1,483,N/A - Module 2 PDF,What does the pop() method do in a Python list?,Adds an item to the list,Removes and returns an item from the list,Sorts the list,Reverses the list,b,b) Removes and returns an item from the list,Unit 2: Python
1,484,N/A - Module 2 PDF,Which Python operator is used for string concatenation?,+,*,/,%,a,a) +,Unit 2: Python
1,485,N/A - Module 2 PDF,What is the purpose of the try-except block in Python?,To define functions,To handle exceptions and errors,To create loops,To store data,b,b) To handle exceptions and errors,Unit 2: Python
1,486,N/A - Module 2 PDF,What is the primary purpose of KNIME’s “Node Repository”?,To store datasets,To provide access to nodes for building workflows,To create dashboards,To automate reports,b,b) To provide access to nodes for building workflows,Unit 3: KNIME
1,487,N/A - Module 2 PDF,Which KNIME node is used for correlation analysis?,Correlation Analysis,File Reader,Scatter Plot,Decision Tree,a,a) Correlation Analysis,Unit 3: KNIME
1,488,N/A - Module 2 PDF,What is the purpose of the “Scorer” node in KNIME?,To create visualizations,To evaluate machine learning model performance,To load data from a CSV file,To automate workflows,b,b) To evaluate machine learning model performance,Unit 3: KNIME
1,489,N/A - Module 2 PDF,Which KNIME feature allows users to customize visualization appearance?,Workflow automation,Visualization customization,Model deployment,Data cleaning,b,b) Visualization customization,Unit 3: KNIME
1,490,N/A - Module 2 PDF,What is the purpose of the “Group Comparison” node in KNIME?,To create dashboards,To compare means for hypothesis testing,To load data from a database,To generate reports,b,b) To compare means for hypothesis testing,Unit 3: KNIME
1,491,N/A - Module 2 PDF,Which KNIME node is used for k-means clustering?,K-Means,File Reader,Decision Tree,Statistics,a,a) K-Means,Unit 3: KNIME
