Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning
34,5,"Grow More Ltd. an NBFC is in the need of funds and hence it sold its receivables to MAC Financial Corporation (MFC) for ` 100 million. MFC created a trust for this purpose called General Investment Trust (GIT) through which it issued securities carrying a different level of risk and return to the investors. Further, this structure also permits the GIT to reinvest surplus funds for short term as per their requirement. MFC also appointed a third party, Safeguard Pvt. Ltd. (SPL) to collect the payment due from obligor(s) and passes it to GIT. It will also follow up with defaulting obligor and if required initiate appropriate legal action against them. From the information given above, choose the correct answer to the following questions: MULTIPLE CHOICE QUESTIONS",5. Which of the following statement holds true?,"When Yield to Maturity in market rises, prices of Principle Only (PO) Securities tend to rise.","When Yield to Maturity in market rises, prices of Principle Only (PO) Securities tend to fall.","When Yield to Maturity in market falls, prices of Principle Only (PO) Securities tend to fall.","When Yield to Maturity in market falls, prices of Principle Only (PO) Securities remain the same.",b,Refer the concept of Stripped Securities.
35,1,"You are a financial analyst at a prominent investment firm and have been tasked with empirically verifying the weak form of Efficient Market Hypothesis (EMH) Theory for the XYZ Stock Index, a collection of diverse stocks. You decided to conduct three different tests to assess whether the stock market follows the principles of the weak form of EMH. Test 1 For the past five years, you collected daily price changes of the stocks in the XYZ Stock Index. You calculated correlation coefficients for different lag periods and analyzed whether past price changes exhibit any significant correlation with future price changes. You considered price changes to be serially independent. The results indicated that most auto correlation coefficients are close to zero and statistically insignificant, suggesting those past price changes do not predict future price changes. Test 2 You further investigated the randomness of price changes in the XYZ Stock Index. Analyzing the sequence of daily price changes, you count the number of runs where price changes are consistently positive or negative. Upon comparing the observed number of runs with the expected number based on randomness, you find that they align closely, supporting the idea that price changes follow a random pattern. Test 3 To examine the efficacy of trading strategies based on historical price trends, you implemented a simple trading rule for the XYZ Stock Index. The rule involves buying when the price crosses a moving average of 5% threshold and selling when it crosses another 7% threshold. Over a period of testing, you computed the returns generated by the trading strategy. The results revealed that the returns are not consistently better than random chance, implying that past price trends do not reliably predict future price movements. Conclusion: After conducting the three tests the evidence supports the weak form of Efficient Market Theory for the XYZ Stock Index you concluded that past price trends do not reliably predict future price movements. From the information given above, choose the correct answer to the following questions:",1. Test 1 is ,Serial Correlation test,Filter Rules test,Run test,Variance Ratio test,a,Refer topic Empirical Evidence on Weak Form of Efficient Market Theory.
35,2,"You are a financial analyst at a prominent investment firm and have been tasked with empirically verifying the weak form of Efficient Market Hypothesis (EMH) Theory for the XYZ Stock Index, a collection of diverse stocks. You decided to conduct three different tests to assess whether the stock market follows the principles of the weak form of EMH. Test 1 For the past five years, you collected daily price changes of the stocks in the XYZ Stock Index. You calculated correlation coefficients for different lag periods and analyzed whether past price changes exhibit any significant correlation with future price changes. You considered price changes to be serially independent. The results indicated that most auto correlation coefficients are close to zero and statistically insignificant, suggesting those past price changes do not predict future price changes. Test 2 You further investigated the randomness of price changes in the XYZ Stock Index. Analyzing the sequence of daily price changes, you count the number of runs where price changes are consistently positive or negative. Upon comparing the observed number of runs with the expected number based on randomness, you find that they align closely, supporting the idea that price changes follow a random pattern. Test 3 To examine the efficacy of trading strategies based on historical price trends, you implemented a simple trading rule for the XYZ Stock Index. The rule involves buying when the price crosses a moving average of 5% threshold and selling when it crosses another 7% threshold. Over a period of testing, you computed the returns generated by the trading strategy. The results revealed that the returns are not consistently better than random chance, implying that past price trends do not reliably predict future price movements. Conclusion: After conducting the three tests the evidence supports the weak form of Efficient Market Theory for the XYZ Stock Index you concluded that past price trends do not reliably predict future price movements. From the information given above, choose the correct answer to the following questions:",2. Test 2 is .,Serial Correlation test,Filter Rules test,Run test,Variance Ratio test,c,Refer topic Empirical Evidence on Weak Form of Efficient Market Theory.
35,3,"You are a financial analyst at a prominent investment firm and have been tasked with empirically verifying the weak form of Efficient Market Hypothesis (EMH) Theory for the XYZ Stock Index, a collection of diverse stocks. You decided to conduct three different tests to assess whether the stock market follows the principles of the weak form of EMH. Test 1 For the past five years, you collected daily price changes of the stocks in the XYZ Stock Index. You calculated correlation coefficients for different lag periods and analyzed whether past price changes exhibit any significant correlation with future price changes. You considered price changes to be serially independent. The results indicated that most auto correlation coefficients are close to zero and statistically insignificant, suggesting those past price changes do not predict future price changes. Test 2 You further investigated the randomness of price changes in the XYZ Stock Index. Analyzing the sequence of daily price changes, you count the number of runs where price changes are consistently positive or negative. Upon comparing the observed number of runs with the expected number based on randomness, you find that they align closely, supporting the idea that price changes follow a random pattern. Test 3 To examine the efficacy of trading strategies based on historical price trends, you implemented a simple trading rule for the XYZ Stock Index. The rule involves buying when the price crosses a moving average of 5% threshold and selling when it crosses another 7% threshold. Over a period of testing, you computed the returns generated by the trading strategy. The results revealed that the returns are not consistently better than random chance, implying that past price trends do not reliably predict future price movements. Conclusion: After conducting the three tests the evidence supports the weak form of Efficient Market Theory for the XYZ Stock Index you concluded that past price trends do not reliably predict future price movements. From the information given above, choose the correct answer to the following questions:",3. Test 3 is ,Serial Correlation test,Filter Rules test,Run test,Variance Ratio test.,b,Refer topic Empirical Evidence on Weak Form of Efficient Market Theory.
35,4,"You are a financial analyst at a prominent investment firm and have been tasked with empirically verifying the weak form of Efficient Market Hypothesis (EMH) Theory for the XYZ Stock Index, a collection of diverse stocks. You decided to conduct three different tests to assess whether the stock market follows the principles of the weak form of EMH. Test 1 For the past five years, you collected daily price changes of the stocks in the XYZ Stock Index. You calculated correlation coefficients for different lag periods and analyzed whether past price changes exhibit any significant correlation with future price changes. You considered price changes to be serially independent. The results indicated that most auto correlation coefficients are close to zero and statistically insignificant, suggesting those past price changes do not predict future price changes. Test 2 You further investigated the randomness of price changes in the XYZ Stock Index. Analyzing the sequence of daily price changes, you count the number of runs where price changes are consistently positive or negative. Upon comparing the observed number of runs with the expected number based on randomness, you find that they align closely, supporting the idea that price changes follow a random pattern. Test 3 To examine the efficacy of trading strategies based on historical price trends, you implemented a simple trading rule for the XYZ Stock Index. The rule involves buying when the price crosses a moving average of 5% threshold and selling when it crosses another 7% threshold. Over a period of testing, you computed the returns generated by the trading strategy. The results revealed that the returns are not consistently better than random chance, implying that past price trends do not reliably predict future price movements. Conclusion: After conducting the three tests the evidence supports the weak form of Efficient Market Theory for the XYZ Stock Index you concluded that past price trends do not reliably predict future price movements. From the information given above, choose the correct answer to the following questions:",4. The Filter Rule Test should not be applied for buy and hold strategy if,the behavior of stock price changes is predictable.,the behavior of stock price changes is random.,the behavior of stock price changes is correlated.,the behavior of stock price changes is random.,b,Refer Filter Rules Test of Empirical Evidence on Weak Form of Efficient Market Theory.
35,5,"You are a financial analyst at a prominent investment firm and have been tasked with empirically verifying the weak form of Efficient Market Hypothesis (EMH) Theory for the XYZ Stock Index, a collection of diverse stocks. You decided to conduct three different tests to assess whether the stock market follows the principles of the weak form of EMH. Test 1 For the past five years, you collected daily price changes of the stocks in the XYZ Stock Index. You calculated correlation coefficients for different lag periods and analyzed whether past price changes exhibit any significant correlation with future price changes. You considered price changes to be serially independent. The results indicated that most auto correlation coefficients are close to zero and statistically insignificant, suggesting those past price changes do not predict future price changes. Test 2 You further investigated the randomness of price changes in the XYZ Stock Index. Analyzing the sequence of daily price changes, you count the number of runs where price changes are consistently positive or negative. Upon comparing the observed number of runs with the expected number based on randomness, you find that they align closely, supporting the idea that price changes follow a random pattern. Test 3 To examine the efficacy of trading strategies based on historical price trends, you implemented a simple trading rule for the XYZ Stock Index. The rule involves buying when the price crosses a moving average of 5% threshold and selling when it crosses another 7% threshold. Over a period of testing, you computed the returns generated by the trading strategy. The results revealed that the returns are not consistently better than random chance, implying that past price trends do not reliably predict future price movements. Conclusion: After conducting the three tests the evidence supports the weak form of Efficient Market Theory for the XYZ Stock Index you concluded that past price trends do not reliably predict future price movements. From the information given above, choose the correct answer to the following questions:",5. Results of your studies support the,Semi-strong EMH Theory,Strong EMH Theory,Random Walk Theory,Markowitz Theory,c,Refer conclusion of Case Scenario.
36,1,"Bank A is in need of fund for a period of 14 days. To meet this financial need on 20th September 2023 Bank A enters into an agreement with Bank B under which it will sell 10% Government of India Bonds issued on 1st January 2023 @ 5.65% for ` 8 crore (Face value is ` 10,000 per Bond). The clean price of same Bond is ` 9,942 and the Initial Margin be 2% and the maturity date of Bond is 31st December 2028. Consider 360 days in a year and interest is payable annually. Based on above Case Scenario, answer the following questions:",1. The arrangement entered between Bank A and Bank B will be called ,Call Money Arrangement,Commercial Bill Arrangement,Commercial Paper,Repurchase Agreement,d,Refer the concept of Repo and Reverse Repo.
36,2,"Bank A is in need of fund for a period of 14 days. To meet this financial need on 20th September 2023 Bank A enters into an agreement with Bank B under which it will sell 10% Government of India Bonds issued on 1st January 2023 @ 5.65% for ` 8 crore (Face value is ` 10,000 per Bond). The clean price of same Bond is ` 9,942 and the Initial Margin be 2% and the maturity date of Bond is 31st December 2028. Consider 360 days in a year and interest is payable annually. Based on above Case Scenario, answer the following questions:",2. Dirty Price of the Bond will approximately be.,"` 10,353","` 10,670","` 10,499","` 10,816",b,"` 9,942 + ` 10,000 Ã— 10 100 Ã— 262 360 = ` 10,670"
36,3,"Bank A is in need of fund for a period of 14 days. To meet this financial need on 20th September 2023 Bank A enters into an agreement with Bank B under which it will sell 10% Government of India Bonds issued on 1st January 2023 @ 5.65% for ` 8 crore (Face value is ` 10,000 per Bond). The clean price of same Bond is ` 9,942 and the Initial Margin be 2% and the maturity date of Bond is 31st December 2028. Consider 360 days in a year and interest is payable annually. Based on above Case Scenario, answer the following questions:",3. The start proceeds of the transaction shall be approximately .,"` 8,38,36,604","` 8,36,52,800","` 8,58,36,804","` 8,48,52,585",b,"` 8,00,00,000 Ã— 10670 10000 Ã— 100-2 100 = ` 8,36,52,800"
36,4,"Bank A is in need of fund for a period of 14 days. To meet this financial need on 20th September 2023 Bank A enters into an agreement with Bank B under which it will sell 10% Government of India Bonds issued on 1st January 2023 @ 5.65% for ` 8 crore (Face value is ` 10,000 per Bond). The clean price of same Bond is ` 9,942 and the Initial Margin be 2% and the maturity date of Bond is 31st December 2028. Consider 360 days in a year and interest is payable annually. Based on above Case Scenario, answer the following questions:",4. The second leg of the transaction shall be approximately..,"` 8,38,36,604","` 8,36,52,800","` 8,58,36,804","` 8,48,52,585",a,"` 8,36,52,800 Ã— ï¿½ 1+ 5.65 100 Ã— 14 360 ï¿½ = ` 8,38,36,604"
36,5,"Bank A is in need of fund for a period of 14 days. To meet this financial need on 20th September 2023 Bank A enters into an agreement with Bank B under which it will sell 10% Government of India Bonds issued on 1st January 2023 @ 5.65% for ` 8 crore (Face value is ` 10,000 per Bond). The clean price of same Bond is ` 9,942 and the Initial Margin be 2% and the maturity date of Bond is 31st December 2028. Consider 360 days in a year and interest is payable annually. Based on above Case Scenario, answer the following questions:",5. The amount of Accrued Interest per Bond shall be approximately ,` 728,` 720,` 734,` 714,a,"` 10,000 Ã— 10 100 Ã— 262 360 = ` 728"
37,1,"Two friends Mr. A and Mr. N were discussing about the risks of market. While Mr. A is sort of risk averse, Mr. N is an aggressive investor and believes in taking risk. Mr. N said we cannot diversify the market risk at all and he quoted the Modern Portfolio Approach. Both of these friends analyse the market data for the few month and came out with expected returns on two stocks for a particular market. Market Return Aggressive Defensive 7% 4% 9% 25% 40% 18% From the information given above, choose the correct answer to the following questions:",1. The Beta of Defensive stock is,2,0.50,4,1,b,18% - 9% 25%-7% = 0.50
37,2,"Two friends Mr. A and Mr. N were discussing about the risks of market. While Mr. A is sort of risk averse, Mr. N is an aggressive investor and believes in taking risk. Mr. N said we cannot diversify the market risk at all and he quoted the Modern Portfolio Approach. Both of these friends analyse the market data for the few month and came out with expected returns on two stocks for a particular market. Market Return Aggressive Defensive 7% 4% 9% 25% 40% 18% From the information given above, choose the correct answer to the following questions:",2. Expected return of Aggressive stock if the market return is equally likely to be 7% or 25% shall be..,18%,13.5%,22%,11%,c,First compute Risk Free Rate of Return using simultaneous equations. Then use CAPM and compute the Expected Return under given scenario and multiply each return with 0.50 and add them.
37,3,"Two friends Mr. A and Mr. N were discussing about the risks of market. While Mr. A is sort of risk averse, Mr. N is an aggressive investor and believes in taking risk. Mr. N said we cannot diversify the market risk at all and he quoted the Modern Portfolio Approach. Both of these friends analyse the market data for the few month and came out with expected returns on two stocks for a particular market. Market Return Aggressive Defensive 7% 4% 9% 25% 40% 18% From the information given above, choose the correct answer to the following questions:",3. The Alpha of the Defensive stocks is.,-10%,22%,5.5%,12%,c,18% = Î± + 0.50% 25% or 9% = Î± + 0.50% 7%
37,4,"Two friends Mr. A and Mr. N were discussing about the risks of market. While Mr. A is sort of risk averse, Mr. N is an aggressive investor and believes in taking risk. Mr. N said we cannot diversify the market risk at all and he quoted the Modern Portfolio Approach. Both of these friends analyse the market data for the few month and came out with expected returns on two stocks for a particular market. Market Return Aggressive Defensive 7% 4% 9% 25% 40% 18% From the information given above, choose the correct answer to the following questions:",4. The Modern Portfolio Theory is propounded by ,William Sharpe,Black Scholes,Stephen Ross,Harry Markowitz,d,Refer the concept of Modern Portfolio Theory
37,5,"Two friends Mr. A and Mr. N were discussing about the risks of market. While Mr. A is sort of risk averse, Mr. N is an aggressive investor and believes in taking risk. Mr. N said we cannot diversify the market risk at all and he quoted the Modern Portfolio Approach. Both of these friends analyse the market data for the few month and came out with expected returns on two stocks for a particular market. Market Return Aggressive Defensive 7% 4% 9% 25% 40% 18% From the information given above, choose the correct answer to the following questions:",5. As per Capital Market Line (CML) Theory the Portfolios lying on the CML over the market portfolio are called .,Lending Portfolio,Borrowing Portfolio,Diversified Portfolio,Risk- Free Portfolio,c,Refer the concept of Capital Market Theory.
38,1,"Mr. X on 1 st July 2021, during the initial offer of some Mutual Fund invested in 10,000 units having face value of ` 10 for each unit. On 31 st March 2022, the dividend paid by the M.F. was 10% and Mr. X found that his annualized yield was 153.33%. On 31 st December 2023, 20% dividend was given. On 31 st March 2024, Mr. X redeemed all his balance of 11,296.11 units when his annualized yield was 73.52%.",1. NAV as on 31/03/2022 shall be approximately,` 19.50,` 20.50,` 21.50,` 22.50,b,"Yield for 9 months = (153.33 x 9/12) = 115% Market value of Investments as on 31.03.20 22 = 1,00,000/- + (1,00,000x 115%) = ` 2,15,000/- Therefore, NAV as on 31.03.20 22 = (2,15,000-10,000)/10,000 = ` 20.50"
38,2,"Mr. X on 1 st July 2021, during the initial offer of some Mutual Fund invested in 10,000 units having face value of ` 10 for each unit. On 31 st March 2022, the dividend paid by the M.F. was 10% and Mr. X found that his annualized yield was 153.33%. On 31 st December 2023, 20% dividend was given. On 31 st March 2024, Mr. X redeemed all his balance of 11,296.11 units when his annualized yield was 73.52%.",2. Total number of units as on 31/03/2022 shall be approximately.,10487.80 units,12585.65 units,9465.35 units,11575.40 units,a,"Since dividend was reinvested by Mr. X, additional units acquired = 10,000 20.50 = 487.80 units Therefore, units as on 31.03.2008 = 10, 000+ 487.80 = 10,487.80"
38,3,"Mr. X on 1 st July 2021, during the initial offer of some Mutual Fund invested in 10,000 units having face value of ` 10 for each unit. On 31 st March 2022, the dividend paid by the M.F. was 10% and Mr. X found that his annualized yield was 153.33%. On 31 st December 2023, 20% dividend was given. On 31 st March 2024, Mr. X redeemed all his balance of 11,296.11 units when his annualized yield was 73.52%.",3. Dividend as on 31/03/2023 shall be ,` 20625.50,` 20870.45,` 20975.60,` 21565.75,c,"Dividend as on 31.03.20 23 = 10,487.80 x ` 10 x 0.2 = ` 20,975.60"
38,4,"Mr. X on 1 st July 2021, during the initial offer of some Mutual Fund invested in 10,000 units having face value of ` 10 for each unit. On 31 st March 2022, the dividend paid by the M.F. was 10% and Mr. X found that his annualized yield was 153.33%. On 31 st December 2023, 20% dividend was given. On 31 st March 2024, Mr. X redeemed all his balance of 11,296.11 units when his annualized yield was 73.52%.",4. NAV as on 31/03/2023 shall be approximately,24.65,24.85,25.95,26.45,c,"Let X be the NAV on 31.03.2023, then number of new units reinvested will be ` 20,975.60/X. Accordingly 11296.11 units shall consist of reinvested units and 10487.80 (as on 31.03.2008). Thus, by way of equation it can be shown as follows: 11296.11 = 20975.60 X + 10487.80 Therefore, NAV as on 31.03.20 23 =20,975.60/(11,296.11- 10,487.80) = ` 25.95"
38,5,"Mr. X on 1 st July 2021, during the initial offer of some Mutual Fund invested in 10,000 units having face value of ` 10 for each unit. On 31 st March 2022, the dividend paid by the M.F. was 10% and Mr. X found that his annualized yield was 153.33%. On 31 st December 2023, 20% dividend was given. On 31 st March 2024, Mr. X redeemed all his balance of 11,296.11 units when his annualized yield was 73.52%.",5. NAV as on 31/03/2024 shall be approximately,20.50,25.95,26.75,27.20,c,"NAV as on 31.03.20 24 = ` 1,00,000 (1+0.7352x33/12)/ 11296.11 = ` 26.75"
39,1,"The Asset Management Company of the mutual fund (MF) has declared a dividend of 9.98% on the units under the dividend reinvestment plan for the year ended 31st March 2021. The investors are issued additional units for the dividend at the rate of closing Net Asset Value (NAV) for the year as per the conditions of the scheme. The closing NAV was ` 24.95 as on 31st March 2021. An investor Mr. X who is having 20,800 units at the year-end has made an investment in the units before the declaration of the dividend at the rate of opening NAV plus an entry load of ` 0.04. The NAV has appreciated by 25% during the year. Assume the face value of the unit as ` 10.00. From the information given above, choose the correct answer to the following",1. The Opening NAV of the Asset Management Company shall be ,` 20.24,` 19.96,` 18.75,` 17.65,b,"Let N be the opening NAV, then N (1 + 0.25) = ` 24.95 N = ` 19.96 i.e., beginning NAV = ` 19.96"
39,2,"The Asset Management Company of the mutual fund (MF) has declared a dividend of 9.98% on the units under the dividend reinvestment plan for the year ended 31st March 2021. The investors are issued additional units for the dividend at the rate of closing Net Asset Value (NAV) for the year as per the conditions of the scheme. The closing NAV was ` 24.95 as on 31st March 2021. An investor Mr. X who is having 20,800 units at the year-end has made an investment in the units before the declaration of the dividend at the rate of opening NAV plus an entry load of ` 0.04. The NAV has appreciated by 25% during the year. Assume the face value of the unit as ` 10.00. From the information given above, choose the correct answer to the following",2. The Number of the units purchased shall be .,18750,17500,20450,20000,d,"Let X be the number of units purchased Then ending units = 20,800 Accordingly, 0.998X 20800 X 24.95 = + 24.05X 0.998X 20800 24.95 + = X = 20000"
39,3,"The Asset Management Company of the mutual fund (MF) has declared a dividend of 9.98% on the units under the dividend reinvestment plan for the year ended 31st March 2021. The investors are issued additional units for the dividend at the rate of closing Net Asset Value (NAV) for the year as per the conditions of the scheme. The closing NAV was ` 24.95 as on 31st March 2021. An investor Mr. X who is having 20,800 units at the year-end has made an investment in the units before the declaration of the dividend at the rate of opening NAV plus an entry load of ` 0.04. The NAV has appreciated by 25% during the year. Assume the face value of the unit as ` 10.00. From the information given above, choose the correct answer to the following",3. Original amount of the investment shall be ,"` 4,00,000","` 6,50,000","` 3,55,000","` 5,65,000",a,"Initial NAV ` 19.96 Entry Load ` 0.04 ` 20.00 Number of funds purchased 20,000 Amount of investment ` 4,00,000"
39,4,"The Asset Management Company of the mutual fund (MF) has declared a dividend of 9.98% on the units under the dividend reinvestment plan for the year ended 31st March 2021. The investors are issued additional units for the dividend at the rate of closing Net Asset Value (NAV) for the year as per the conditions of the scheme. The closing NAV was ` 24.95 as on 31st March 2021. An investor Mr. X who is having 20,800 units at the year-end has made an investment in the units before the declaration of the dividend at the rate of opening NAV plus an entry load of ` 0.04. The NAV has appreciated by 25% during the year. Assume the face value of the unit as ` 10.00. From the information given above, choose the correct answer to the following","4. Which of the following statement about Expense ratio is/ are incorrect? (i) It is the percentage of income that is spent to run a mutual fund. (ii) It includes advisory fees, travel costs, registrar fees, custodian fees, etc. (iii) It includes Brokerage costs for trading of Portfolio. (iv) High Expense Ratio can seriously undermine the performance of a mutual fund scheme.","(i), (ii), (iii)","(i), (iii)",only (iii),only (i),b,Refer the concept of Expense Ratio in Mutual Funds.
39,5,"The Asset Management Company of the mutual fund (MF) has declared a dividend of 9.98% on the units under the dividend reinvestment plan for the year ended 31st March 2021. The investors are issued additional units for the dividend at the rate of closing Net Asset Value (NAV) for the year as per the conditions of the scheme. The closing NAV was ` 24.95 as on 31st March 2021. An investor Mr. X who is having 20,800 units at the year-end has made an investment in the units before the declaration of the dividend at the rate of opening NAV plus an entry load of ` 0.04. The NAV has appreciated by 25% during the year. Assume the face value of the unit as ` 10.00. From the information given above, choose the correct answer to the following",5. considers and uses downside deviation instead of total standard deviation in denominator.,Expense Ratio,Sharpe Ratio,Treynor Ratio,Sortino Ratio,d,Refer the topic financial measures to evaluate Mutual Funds.
40,1,"You as an investor had purchased a 4-month European Call Option on the equity shares of X Ltd. for ` 10, of which the current market price is ` 132 per share and the exercise price ` 150. You expect the price to range between ` 120 to ` 190. The expected share price of X Ltd. and related probability is given below: Expected Price ( ` ) 120 140 160 180 190 Probability 0.05 0.20 0.50 0.10 0.15 From the information given above, choose the correct answer to the following questions:",1. Expected price of share of X Ltd. at the end of 4 months shall be.,` 160.00,` 160.50,` 158.00,` 140.00,b,` 120 x 0.05 + ` 140 x 0.20 + ` 160 x 0.50 + ` 180 x 0.10 + ` 190 x 0.15 = ` 160.50
40,2,"You as an investor had purchased a 4-month European Call Option on the equity shares of X Ltd. for ` 10, of which the current market price is ` 132 per share and the exercise price ` 150. You expect the price to range between ` 120 to ` 190. The expected share price of X Ltd. and related probability is given below: Expected Price ( ` ) 120 140 160 180 190 Probability 0.05 0.20 0.50 0.10 0.15 From the information given above, choose the correct answer to the following questions:",2. Suppose if the exercise price prevails at the end of 4 months the Value of Call Option shall be,` 0,` 18,` 10,` 14,a,Share can either be purchased from market or from the seller of the option.
40,3,"You as an investor had purchased a 4-month European Call Option on the equity shares of X Ltd. for ` 10, of which the current market price is ` 132 per share and the exercise price ` 150. You expect the price to range between ` 120 to ` 190. The expected share price of X Ltd. and related probability is given below: Expected Price ( ` ) 120 140 160 180 190 Probability 0.05 0.20 0.50 0.10 0.15 From the information given above, choose the correct answer to the following questions:","3. In case the option is held to its maturity, the expected value of the call option shall be",` 0,` 18,` 10,` 14,d,(d) ` 10 x 0.50 + ` 30 x 0.10 + ` 40 x 0.15 = ` 14
40,4,"You as an investor had purchased a 4-month European Call Option on the equity shares of X Ltd. for ` 10, of which the current market price is ` 132 per share and the exercise price ` 150. You expect the price to range between ` 120 to ` 190. The expected share price of X Ltd. and related probability is given below: Expected Price ( ` ) 120 140 160 180 190 Probability 0.05 0.20 0.50 0.10 0.15 From the information given above, choose the correct answer to the following questions:",4. In the given different scenarios of expected prices of share of X Ltd. at the time of maturity the option shall be in-the-money in  scenarios.,two,three,five,In none of the scenario,b,When spot price exceeds exercise price it will be beneficial to purchase share from the option seller.
40,5,"You as an investor had purchased a 4-month European Call Option on the equity shares of X Ltd. for ` 10, of which the current market price is ` 132 per share and the exercise price ` 150. You expect the price to range between ` 120 to ` 190. The expected share price of X Ltd. and related probability is given below: Expected Price ( ` ) 120 140 160 180 190 Probability 0.05 0.20 0.50 0.10 0.15 From the information given above, choose the correct answer to the following questions:",5. In the given different scenarios of expected prices of share of X Ltd. at the time of maturity the option shall be at-the-money in  scenarios.,two,three,five,In none of the scenario,d,In none of the case the expected spot price is ` 150.
41,1,"Suppose you are a risk manager at a financial institution, and your company has loaned a significant amount of ` 500 crore to a company X Ltd. for a period of 3 years at 6-month at MCLR plus 200 bps. You are concerned about X Ltd.'s ability to repay the debt due to recent market volatility. To protect your institution from potential default, you decide to purchase a Credit Default Swap (CDS) from ABC Bank Ltd. for same notional amount at a premium quoted at 1% per year through cash settlement. On the respective reset dates for the same period actual MCLR interest rate comes out as follows: Reset MCLR 1 9.75% 2 10.00% 3 10.25% 4 10.35% 5 10.50% 6 10.60% From the information given above, choose the correct answer to the following questions:",1. The primary purpose of a Credit Default Swap (CDS) is...................,to increase the value of bonds.,to protect against default risk of a debt obligation.,to provide guaranteed profit to the buyer.,to create a new form of loan.,b,Refer the concept of Credit Default Swap.
41,2,"Suppose you are a risk manager at a financial institution, and your company has loaned a significant amount of ` 500 crore to a company X Ltd. for a period of 3 years at 6-month at MCLR plus 200 bps. You are concerned about X Ltd.'s ability to repay the debt due to recent market volatility. To protect your institution from potential default, you decide to purchase a Credit Default Swap (CDS) from ABC Bank Ltd. for same notional amount at a premium quoted at 1% per year through cash settlement. On the respective reset dates for the same period actual MCLR interest rate comes out as follows: Reset MCLR 1 9.75% 2 10.00% 3 10.25% 4 10.35% 5 10.50% 6 10.60% From the information given above, choose the correct answer to the following questions:",2. Which of the following statements is true about CDS contracts?,CDS contracts cannot be used for speculation.,CDS contracts are governed by government regulations.,CDS contracts are private agreements between two parties.,CDS contracts eliminate all risks for the buyer.,c,CDS Contracts can also be used for speculation purpose as well. Regulated by ISDA. CDS provide protection against default risk only.
41,3,"Suppose you are a risk manager at a financial institution, and your company has loaned a significant amount of ` 500 crore to a company X Ltd. for a period of 3 years at 6-month at MCLR plus 200 bps. You are concerned about X Ltd.'s ability to repay the debt due to recent market volatility. To protect your institution from potential default, you decide to purchase a Credit Default Swap (CDS) from ABC Bank Ltd. for same notional amount at a premium quoted at 1% per year through cash settlement. On the respective reset dates for the same period actual MCLR interest rate comes out as follows: Reset MCLR 1 9.75% 2 10.00% 3 10.25% 4 10.35% 5 10.50% 6 10.60% From the information given above, choose the correct answer to the following questions:",3. Which organization publishes the guidelines and rules for conducting Credit Default Swap transactions?,Federal Reserve,International Swap and Derivative Association (ISDA),Securities and Exchange Commission (SEC),World Trade Organization (WTO),b,Being OTC in nature.
41,4,"Suppose you are a risk manager at a financial institution, and your company has loaned a significant amount of ` 500 crore to a company X Ltd. for a period of 3 years at 6-month at MCLR plus 200 bps. You are concerned about X Ltd.'s ability to repay the debt due to recent market volatility. To protect your institution from potential default, you decide to purchase a Credit Default Swap (CDS) from ABC Bank Ltd. for same notional amount at a premium quoted at 1% per year through cash settlement. On the respective reset dates for the same period actual MCLR interest rate comes out as follows: Reset MCLR 1 9.75% 2 10.00% 3 10.25% 4 10.35% 5 10.50% 6 10.60% From the information given above, choose the correct answer to the following questions:",4. Assuming no default occurs the total premium your company will pay during the designated loan period shall be........,` 5 crore,` 10 crore,` 15 crore,` 30 crore,c,` 500 crore x 1% x 3 = ` 15 crore
41,5,"Suppose you are a risk manager at a financial institution, and your company has loaned a significant amount of ` 500 crore to a company X Ltd. for a period of 3 years at 6-month at MCLR plus 200 bps. You are concerned about X Ltd.'s ability to repay the debt due to recent market volatility. To protect your institution from potential default, you decide to purchase a Credit Default Swap (CDS) from ABC Bank Ltd. for same notional amount at a premium quoted at 1% per year through cash settlement. On the respective reset dates for the same period actual MCLR interest rate comes out as follows: Reset MCLR 1 9.75% 2 10.00% 3 10.25% 4 10.35% 5 10.50% 6 10.60% From the information given above, choose the correct answer to the following questions:","5. Suppose if the lender defaults somewhere in the beginning of third year of loan (after payment of interest upto 2 years) and the market value of a reference loans falls to 75% of its par value, then ABC Bank will pay your company ...........in a cash settlement.",` 15 crore,` 30 crore,` 125 crore,` 500 crore,c,` 500 crore( 1 â€“ 0.75) = ` 125 crore
42,1,"XYZ Ltd. is a mid-sized manufacturing company that produces industrial equipment. The company is considering a new investment projectâ€”a state-of- the-art automated production line, which is expected to improve production efficiency. The details of the same project are as follows: ` Initial Cost of the project 10,00,000 Sales price/unit 60 Cost/unit 40 Sales volumes Year 1 20000 units Year 2 30000 units Year 3 30000 units The applicable discount rate is 10% p.a. From the information given above, choose the correct answer to the following questions:",1. Sensitivity analysis helps to identify..,the exact profitability of the project,the break-even point.,the degree to which a change in each variable affects the NPV.,the amount of investment required,c,Other options are related to Profitability and Investment.
